# TimeFrame
#
# t_0 = 0.000000
# t_end = 1000.000000
# dt = 0.010000
#
# Neuron
#
# type = LIF
# mu = 1.100000
# D = 0.000100
#
# Simulation
#
# type = suscept_sim
# c = 0.900000
# N_neurons = 100000
#
# Data format: f, Re[chi_1(f)], Im[chi_1(f)], Re[chi_2(f,f)], Im[chi_2(f,f)]
0.000000,2283959434038653.500000,0.000000,2164897589645991662018939404156928.000000,0.000000
0.001000,1.508287,0.001833,-0.716224,1.471941
0.002000,1.506707,-0.000886,-1.312835,0.718368
0.003000,1.507917,0.011698,-1.870588,1.001986
0.004000,1.506015,0.014274,0.804841,-3.092238
0.005000,1.508346,0.019696,-0.438417,-2.428176
0.006000,1.508528,0.018339,-2.903320,2.066298
0.007000,1.509600,0.024833,-0.227268,-0.023688
0.008000,1.510710,0.027764,1.106421,-0.011443
0.009000,1.506619,0.032091,-1.237334,2.283729
0.010000,1.511601,0.040489,-3.044479,-0.449095
0.011000,1.507228,0.040636,-1.396525,2.958218
0.012000,1.503805,0.044430,-0.655556,-0.449563
0.013000,1.502912,0.044337,-1.452611,0.065383
0.014000,1.504437,0.046337,-1.761503,1.019391
0.015000,1.503163,0.050673,-3.929467,1.426900
0.016000,1.511416,0.056954,-2.019476,0.793903
0.017000,1.502822,0.062005,0.550340,-0.847465
0.018000,1.503085,0.064923,-1.664083,-0.406280
0.019000,1.507940,0.065985,-1.832887,1.646633
0.020000,1.505958,0.068998,-2.161022,1.157037
0.021000,1.508213,0.073460,-0.223535,1.547653
0.022000,1.507043,0.077644,-0.701599,-2.985086
0.023000,1.513504,0.082491,-0.602811,0.961072
0.024000,1.512698,0.086617,-1.236304,-4.434267
0.025000,1.502986,0.090901,1.140392,1.971119
0.026000,1.514804,0.092342,-1.090440,0.752980
0.027000,1.513094,0.097244,-1.285817,-1.395867
0.028000,1.506608,0.096795,-2.540086,0.412133
0.029000,1.514628,0.106151,1.265821,-2.932258
0.030000,1.504835,0.108304,-2.274387,-1.471151
0.031000,1.509065,0.111940,1.619973,-0.059198
0.032000,1.504667,0.115442,-2.688888,-0.132397
0.033000,1.506419,0.116042,1.421840,1.851563
0.034000,1.507741,0.120045,-2.841685,2.550676
0.035000,1.498708,0.126385,-1.096594,1.472275
0.036000,1.508517,0.129416,0.972955,0.748658
0.037000,1.507778,0.128615,-0.108799,3.780946
0.038000,1.505659,0.132035,-0.591053,-0.331866
0.039000,1.512116,0.135925,-0.741377,-0.077245
0.040000,1.505987,0.141279,0.929392,-3.993939
